Token,PoS,Lemma
sich,PRON,sich
mit,ADP,mit
der,DET,der
Vergangenheit,NOUN,Vergangenheit
des,DET,der
Rathauses,NOUN,Rathaus
Tiergarten,PROPN,Tiergarten
als,ADP,als
NS-belastetes,ADJ,NS-belastet
Gebäude,NOUN,Gebäude
aktiv,ADV,aktiv
auseinander,ADV,auseinander
.,PUNCT,--
Am,ADP,an
heutigen,ADJ,heutig
Donnerstag,NOUN,Donnerstag
",",PUNCT,--
28.04.2022,ADJ,28.04.2022
",",PUNCT,--
wurde,AUX,werden
die,DET,der
Ausstellung,NOUN,Ausstellung
„,PUNCT,--
Das,DET,der
Rathaus,NOUN,Rathaus
Tiergarten,PROPN,Tiergarten
als,ADP,als
Täter-,X,Täter
und,CCONJ,und
Erinnerungsort,NOUN,Erinnerungsort
“,PUNCT,--
im,ADP,in
ehemaligen,ADJ,ehemalig
Bürgermeisterzimmer,NOUN,Bürgermeisterzimmer
eröffnet,VERB,eröffnen
.,PUNCT,--
Im,ADP,in
Vorzimmer,NOUN,Vorzimmer
werden,AUX,werden
von,ADP,von
Nazis,NOUN,Nazi
verfolgte,ADJ,verfolgt
Schriftsteller*innen,NOUN,Schriftsteller*inn
aus,ADP,aus
Tiergarten,NOUN,Tiergarten
vorgestellt,VERB,vorstellen
.,PUNCT,--
Im,ADP,in
Bürgermeisterzimmer,NOUN,Bürgermeisterzimmer
selbst,ADV,selbst
",",PUNCT,--
das,PRON,der
mit,ADP,mit
Kronleuchter,NOUN,Kronleuchter
",",PUNCT,--
viel,DET,viel
Eichenholz,NOUN,Eichenholz
und,CCONJ,und
den,DET,der
Nussbaum-Schrankvitrinen,NOUN,Nussbaum-Schrankvitrine
Macht,NOUN,Macht
und,CCONJ,und
Bedeutungsschwere,NOUN,Bedeutungsschwere
suggeriert,VERB,suggerieren
",",PUNCT,--
wird,AUX,werden
unter,ADP,unter
anderem,PRON,anderer
der,DET,der
in,ADP,in
Moabit,NOUN,Moabit
erfundene,ADJ,erfunden
NS-Propaganda-Mythos,NOUN,NS-Propaganda-Mythos
des,DET,der
„,PUNCT,--
Hitlerjungen,ADJ,Hitlerjungen
Quex,NOUN,Quex
“,PUNCT,--
mit,ADP,mit
Gastgeschenken,NOUN,Gastgeschenke
aus,ADP,aus
der,DET,der
israelischen,ADJ,israelisch
Stadt,NOUN,Stadt
Holon,PROPN,Holon
konfrontiert,VERB,konfrontieren
.,PUNCT,--
Stephan,PROPN,Stephan
von,ADP,von
Dassel,PROPN,Dassel
ist,AUX,sein
der,DET,der
erste,ADJ,erster
Bürgermeister,NOUN,Bürgermeister
in,ADP,in
Mitte,NOUN,Mitte
",",PUNCT,--
der,PRON,der
das,DET,der
geschichtlich,ADV,geschichtlich
belastete,VERB,belastet
Bürgermeisterzimmer,PROPN,Bürgermeisterzimmer
nicht,PART,nicht
als,ADP,als
Dienstzimmer,NOUN,Dienstzimmer
nutzen,VERB,nutzen
mochte,VERB,mögen
.,PUNCT,--
Kurz,ADV,kurz
nach,ADP,nach
seinem,DET,sein
Amtsantritt,NOUN,Amtsantritt
hat,AUX,haben
er,PRON,er
daher,ADV,daher
2017,NUM,2017
den,DET,der
Umzug,NOUN,Umzug
seines,DET,sein
Stabes,NOUN,Stabe
in,ADP,in
andere,ADJ,anderer
Büros,NOUN,Büro
im,ADP,in
Rathaus,NOUN,Rathaus
Tiergarten,PROPN,Tiergarten
veranlasst,VERB,veranlassen
und,CCONJ,und
die,DET,der
historischen,ADJ,historisch
Räumlichkeiten,NOUN,Räumlichkeit
dem,DET,der
Mitte,NOUN,Mitte
Museum,NOUN,Museum
zur,ADP,zu
Vergangenheitsaufarbeitung,NOUN,Vergangenheitsaufarbeitung
zur,ADP,zu
Verfügung,NOUN,Verfügung
gestellt,VERB,stellen
.,PUNCT,--
Medienkontakt,NOUN,Medienkontakt
:,PUNCT,--
Bezirksamt,ADP,Bezirksamt
Mitte,NOUN,Mitte
",",PUNCT,--
Bezirksstadträtin,NOUN,Bezirksstadträtin
Stefanie,PROPN,Stefanie
Remlinger,PROPN,Remlinger
",",PUNCT,--
Tel.,NOUN,Tel.
:,PUNCT,--
(,PUNCT,--
030,NUM,030
),PUNCT,--
9018,NUM,9018
-,NUM,-
33500,NUM,33500
