Token,PoS,Lemma
Liberal,PROPN,Liberal
Script,PROPN,Script
(,PUNCT,--
SCRIPTS,PROPN,SCRIPTS
),PUNCT,--
werden,AUX,werden
die,DET,der
gegenwärtigen,ADJ,gegenwärtig
Auseinandersetzungen,NOUN,Auseinandersetzung
um,ADP,um
die,DET,der
liberale,ADJ,liberal
Ordnung,NOUN,Ordnung
aus,ADP,aus
historischer,ADJ,historisch
",",PUNCT,--
globaler,ADJ,Globaler
und,CCONJ,und
vergleichender,ADJ,vergleichend
Perspektive,NOUN,Perspektive
betrachtet,VERB,betrachten
.,PUNCT,--
Welche,DET,welcher
Ursachen,NOUN,Ursache
haben,AUX,haben
die,DET,der
aktuellen,ADJ,aktuell
Auseinandersetzungen,NOUN,Auseinandersetzung
um,ADP,um
das,DET,der
liberale,ADJ,liberal
Skript,NOUN,Skript
",",PUNCT,--
und,CCONJ,und
wie,ADV,wie
unterscheiden,VERB,unterscheiden
sie,PRON,sie
sich,PRON,sich
von,ADP,von
früheren,ADJ,früh
Krisen,NOUN,Krise
?,PUNCT,--
Welche,DET,welcher
Auswirkungen,NOUN,Auswirkung
ergeben,VERB,ergeben
sich,PRON,sich
für,ADP,für
die,DET,der
Demokratie,NOUN,Demokratie
und,CCONJ,und
die,DET,der
globalen,ADJ,global
Probleme,NOUN,Problem
des,DET,der
21.,ADJ,21.
Jahrhunderts,NOUN,Jahrhundert
?,PUNCT,--
Sprecherin,NOUN,Sprecherin
und,CCONJ,und
Sprecher,NOUN,Sprecher
:,PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Tanja,PROPN,Tanja
Börzel,PROPN,Börzel
(,PUNCT,--
Freie,ADJ,frei
Universität,NOUN,Universität
Berlin,PROPN,Berlin
),PUNCT,--
",",PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Michael,PROPN,Michael
Zürn,PROPN,Zürn
(,PUNCT,--
Wissenschaftszentrum,NOUN,Wissenschaftszentrum
Berlin,PROPN,Berlin
),PUNCT,--
Antragstellende,ADJ,antragstellend
Hochschule,NOUN,Hochschule
:,PUNCT,--
Freie,ADJ,frei
Universität,NOUN,Universität
Berlin,PROPN,Berlin
https://www.berlin-university-alliance.de/excellence-strategy/proposals/scripts/index.html,PROPN,https://www.berlin-university-alliance.de/excellence-strategy/proposals/scripts/index.html
Temporal,PROPN,Temporal
Communities,PROPN,Communities
–,PUNCT,--
Doing,PROPN,Doing
Literature,X,Literature
in,ADP,in
a,PROPN,a
Global,PROPN,Global
Perspective,PROPN,Perspective
Ein,DET,ein
neues,ADJ,neu
Verständnis,NOUN,Verständnis
von,ADP,von
Literatur,NOUN,Literatur
über,ADP,über
Zeiten,NOUN,Zeit
",",PUNCT,--
Kulturgrenzen,NOUN,Kulturgrenze
und,CCONJ,und
Medien,NOUN,Medium
hinweg,ADP,hinweg
Ziel,NOUN,Ziel
des,DET,der
Clusters,NOUN,Cluster
Temporal,PROPN,Temporal
Communities,PROPN,Communitie
–,PUNCT,--
Doing,PROPN,Doing
Literature,X,Literature
in,ADP,in
a,PROPN,a
Global,PROPN,Global
Perspective,PROPN,Perspective
ist,AUX,sein
es,PRON,es
",",PUNCT,--
die,DET,der
Konzeption,NOUN,Konzeption
von,ADP,von
Literatur,NOUN,Literatur
in,ADP,in
globaler,ADJ,global
Perspektive,NOUN,Perspektive
grundlegend,ADV,grundlegend
neu,ADV,neu
zu,PART,zu
denken,VERB,denken
.,PUNCT,--
Dazu,ADV,dazu
ist,AUX,sein
es,PRON,es
nötig,ADV,nötig
",",PUNCT,--
traditionelle,ADJ,traditionell
Rahmenkategorien,NOUN,Rahmenkategori
der,DET,der
Literaturgeschichte,NOUN,Literaturgeschichte
wie,ADP,wie
",",PUNCT,--
Nation,NOUN,Nation
’,PROPN,’
und,CCONJ,und
",",PUNCT,--
Epoche,NOUN,Epoche
’,NUM,’
zu,PART,zu
überwinden,VERB,überwinden
.,PUNCT,--
In,ADP,in
globaler,ADJ,global
Perspektive,NOUN,Perspektive
erkennen,VERB,erkennen
wir,PRON,wir
Literatur,NOUN,Literatur
als,ADP,als
ein,DET,ein
Phänomen,NOUN,Phänomen
",",PUNCT,--
das,PRON,der
in,ADP,in
der,DET,der
Zeit,NOUN,Zeit
wirkt,VERB,wirken
und,CCONJ,und
durch,ADP,durch
die,DET,der
Zeit,NOUN,Zeit
.,PUNCT,--
Damit,ADV,damit
stellt,VERB,stellen
die,DET,der
global,ADV,global
verstandene,ADJ,verstanden
Literatur,NOUN,Literatur
traditionelle,ADJ,traditionell
Kultur-,X,Kultur
und,CCONJ,und
Sprachgrenzen,NOUN,Sprachgrenz
in,ADP,in
Frage,NOUN,Frage
.,PUNCT,--
Als,ADP,als
globales,ADJ,global
Phänomen,NOUN,Phänomen
zeigt,VERB,zeigen
Literatur,NOUN,Literatur
ein,DET,ein
vielfältigeres,ADJ,vielfältiger
Gesicht,NOUN,Gesicht
",",PUNCT,--
weil,SCONJ,weil
sie,PRON,sie
immer,ADV,immer
in,ADP,in
Austausch,NOUN,Austausch
mit,ADP,mit
anderen,ADJ,anderer
Künsten,NOUN,Künst
und,CCONJ,und
kulturellen,ADJ,kulturell
Praktiken,NOUN,Praktik
steht,VERB,stehen
.,PUNCT,--
Es,PRON,es
geht,VERB,gehen
nicht,PART,nicht
mehr,ADV,mehr
um,ADP,um
das,DET,der
traditionelle,ADJ,traditionell
Bild,NOUN,Bild
der,DET,der
großen,ADJ,groß
Dichter,NOUN,Dichter
und,CCONJ,und
kanonischen,ADJ,kanonisch
Werke,NOUN,Werk
",",PUNCT,--
sondern,CCONJ,sondern
um,ADP,um
die,DET,der
Fähigkeit,NOUN,Fähigkeit
von,ADP,von
Literatur,NOUN,Literatur
",",PUNCT,--
Gemeinschaften,NOUN,Gemeinschaft
(,PUNCT,--
communities,X,communities
),PUNCT,--
durch,ADP,durch
die,DET,der
Zeit,NOUN,Zeit
zu,PART,zu
stiften,VERB,stiften
",",PUNCT,--
die,PRON,der
die,DET,der
Konzeption,NOUN,Konzeption
des,DET,der
Literarischen,NOUN,Literarischen
sprengen,VERB,sprengen
",",PUNCT,--
wie,SCONJ,wie
sie,PRON,sie
die,DET,der
westlichen,ADJ,westlich
Gesellschaften,NOUN,Gesellschaft
der,DET,der
Moderne,NOUN,Moderne
entwickelt,VERB,entwickeln
haben,AUX,haben
.,PUNCT,--
Sprecherin,NOUN,Sprecherin
und,CCONJ,und
Sprecher,NOUN,Sprecher
:,PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Anita,PROPN,Anita
Traninger,PROPN,Traninger
(,PUNCT,--
Freie,ADJ,frei
Universität,NOUN,Universität
Berlin,PROPN,Berlin
),PUNCT,--
",",PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Andrew,PROPN,Andrew
James,PROPN,James
Johnston,PROPN,Johnston
(,PUNCT,--
Freie,ADJ,frei
Universität,NOUN,Universität
Berlin,PROPN,Berlin
),PUNCT,--
Antragstellende,ADJ,antragstellend
Hochschule,NOUN,Hochschule
:,PUNCT,--
Freie,ADJ,frei
Universität,NOUN,Universität
Berlin,PROPN,Berlin
https://www.berlin-university-alliance.de/excellence-strategy/proposals/temporal-communities/index.html,PROPN,https://www.berlin-university-alliance.de/excellence-strategy/proposals/temporal-communities/index.html
Unifying,PROPN,Unifying
Systems,PROPN,Systems
in,ADP,in
Catalysis,PROPN,Catalysis
(,PUNCT,--
UniSysCat,PROPN,UniSysCat
),PUNCT,--
Katalyse-Netzwerke,NOUN,Katalyse-Netzwerk
verstehen,VERB,verstehen
und,CCONJ,und
nutzen,VERB,nutzen
lernen,VERB,lernen
Mehr,DET,mehr
als,ADP,als
85,NUM,85
Prozent,NOUN,Prozent
aller,DET,aller
Produkte,NOUN,Produkt
kommen,VERB,kommen
im,ADP,in
Laufe,NOUN,Lauf
der,DET,der
Produktion,NOUN,Produktion
in,ADP,in
Kontakt,NOUN,Kontakt
mit,ADP,mit
einem,DET,ein
Katalysator,NOUN,Katalysator
.,PUNCT,--
Katalyseforschung,NOUN,Katalyseforschung
gilt,VERB,gelten
daher,ADV,daher
nicht,PART,nicht
nur,ADV,nur
als,ADP,als
eines,PRON,einer
der,DET,der
wichtigsten,ADJ,wichtig
Forschungsgebiete,NOUN,Forschungsgebiete
in,ADP,in
der,DET,der
Chemie,NOUN,Chemie
",",PUNCT,--
sie,PRON,sie
ist,AUX,sein
auch,ADV,auch
der,DET,der
wesentliche,ADJ,wesentlich
Treiber,NOUN,Treiber
für,ADP,für
die,DET,der
“,PUNCT,--
grüne,ADJ,grün
Chemie,NOUN,Chemie
”,PUNCT,”
",",PUNCT,--
die,PRON,der
auf,ADP,auf
Nachhaltigkeit,NOUN,Nachhaltigkeit
und,CCONJ,und
Ressourcen-Schonung,NOUN,Ressourcen-Schonung
setzt,VERB,setzen
.,PUNCT,--
Der,DET,der
von,ADP,von
der,DET,der
Technischen,ADJ,technisch
Universität,NOUN,Universität
Berlin,PROPN,Berlin
beantragte,ADJ,beantragt
Exzellenzcluster,NOUN,Exzellenzcluster
UniSysCat,PROPN,UniSysCat
wird,AUX,werden
hier,ADV,hier
eine,DET,ein
Schlüsselposition,NOUN,Schlüsselposition
in,ADP,in
Deutschland,PROPN,Deutschland
einnehmen,VERB,einnehmen
und,CCONJ,und
kann,AUX,können
dabei,ADV,dabei
auf,ADP,auf
zehn,NUM,zehn
Jahre,NOUN,Jahr
hervorragende,ADJ,hervorragend
Arbeit,NOUN,Arbeit
von,ADP,von
UniCat,PROPN,UniCat
aufbauen,VERB,aufbauen
",",PUNCT,--
dem,DET,der
Vorgängercluster,NOUN,Vorgängercluster
aus,ADP,aus
der,DET,der
Exzellenzinitiative,NOUN,Exzellenzinitiative
.,PUNCT,--
Einzelne,ADJ,einzeln
katalytische,ADJ,katalytisch
Reaktionen,NOUN,Reaktion
sind,AUX,sein
bereits,ADV,bereits
gut,ADV,gut
erforscht,VERB,erforschen
.,PUNCT,--
Jetzt,ADV,jetzt
geht,VERB,gehen
es,PRON,es
darum,ADV,darum
",",PUNCT,--
Reaktionsnetzwerke,NOUN,Reaktionsnetzwerk
in,ADP,in
der,DET,der
chemischen,ADJ,chemisch
und,CCONJ,und
biologischen,ADJ,biologisch
Katalyse,NOUN,Katalyse
in,ADP,in
Raum,NOUN,Raum
und,CCONJ,und
Zeit,NOUN,Zeit
zu,PART,zu
entschlüsseln,VERB,entschlüsseln
",",PUNCT,--
damit,SCONJ,damit
diese,PRON,dieser
dann,ADV,dann
kontrolliert,VERB,kontrollieren
und,CCONJ,und
vor,ADP,vor
allem,PRON,alle
auch,ADV,auch
simuliert,VERB,simulieren
werden,AUX,werden
können,AUX,können
.,PUNCT,--
Welche,DET,welcher
Schlüsselparameter,NOUN,Schlüsselparameter
ermöglichen,VERB,ermöglichen
und,CCONJ,und
steuern,NOUN,Steuer
chemokatalytische,ADJ,chemokatalytisch
und,CCONJ,und
biokatalytische,ADJ,biokatalytisch
Netzwerke,NOUN,Netzwerk
?,PUNCT,--
Wie,ADV,wie
können,AUX,können
chemische,ADJ,chemisch
und,CCONJ,und
/,PUNCT,--
oder,CCONJ,oder
biologische,ADJ,biologisch
Prozesse,NOUN,Prozeß
gekoppelt,VERB,koppeln
werden,AUX,werden
",",PUNCT,--
um,SCONJ,um
katalytische,ADJ,katalytisch
Systeme,NOUN,System
mit,ADP,mit
neuen,ADJ,neu
Funktionen,NOUN,Funktion
zu,PART,zu
schaffen,VERB,schaffen
?,PUNCT,--
Das,PRON,der
sind,AUX,sein
die,DET,der
zentralen,ADJ,zentral
Forschungsfragen,NOUN,Forschungsfrag
von,ADP,von
UniSysCat,NOUN,UniSysCat
.,PUNCT,--
Sprecher,NOUN,Sprecher
:,PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Matthias,PROPN,Matthias
Driess,PROPN,Driess
(,PUNCT,--
Technische,ADJ,technisch
Universität,NOUN,Universität
Berlin,PROPN,Berlin
),PUNCT,--
",",PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Arne,PROPN,Arne
Thomas,PROPN,Thomas
(,PUNCT,--
Technische,ADJ,technisch
Universität,NOUN,Universität
Berlin,PROPN,Berlin
),PUNCT,--
",",PUNCT,--
Prof.,NOUN,Prof.
Dr.,NOUN,Dr.
Peter,PROPN,Peter
Hildebrandt,PROPN,Hildebrandt
(,PUNCT,--
Technische,ADJ,technisch
Universität,NOUN,Universität
Berlin,PROPN,Berlin
),PUNCT,--
Antragstellende,ADJ,antragstellend
Hochschule,NOUN,Hochschule
:,PUNCT,--
Technische,ADJ,technisch
Universität,NOUN,Universität
Berlin,PROPN,Berlin
https://www.berlin-university-alliance.de/excellence-strategy/proposals/unisyscat/index.html,PROPN,https://www.berlin-university-alliance.de/excellence-strategy/proposals/unisyscat/index.html
