Token,PoS,Lemma
in,ADP,in
den,DET,der
persönlichen,ADJ,persönlich
Gesprächen,NOUN,Gespräch
ganz,ADV,ganz
deutlich,ADV,deutlich
vermerkt,VERB,vermerken
",",PUNCT,--
dass,SCONJ,dass
alle,PRON,alle
an,ADP,an
einem,DET,ein
Strang,NOUN,Strang
ziehen,VERB,ziehen
.,PUNCT,--
Dies,PRON,dieser
gilt,VERB,gelten
in,ADP,in
gleicher,ADJ,gleich
Weise,NOUN,Weise
für,ADP,für
alle,DET,aller
Fördermittelgeber,NOUN,Fördermittelgeber
.,PUNCT,--
In,ADP,in
besonderer,ADJ,besonderer
Weise,NOUN,Weise
geht,VERB,gehen
die,DET,der
Anerkennung,NOUN,Anerkennung
auch,ADV,auch
an,ADP,an
alle,PRON,aller
mit,ADP,mit
den,DET,der
Bauprozessen,NOUN,Bauprozessa
Beteiligten,NOUN,beteiligter
",",PUNCT,--
die,PRON,der
trotz,ADP,trotz
der,DET,der
komplizierten,ADJ,kompliziert
Finanzierungssituation,NOUN,Finanzierungssituation
immer,ADV,immer
wieder,ADV,wieder
die,DET,der
Nerven,NOUN,Nerv
behalten,VERB,behalten
haben,AUX,haben
",",PUNCT,--
der,DET,der
Bereich,NOUN,Bereich
Bauen,NOUN,bauen
des,DET,der
Bezirks,NOUN,Bezirk
ebenso,ADV,ebenso
wie,ADP,wie
die,DET,der
Projektsteuerer,NOUN,Projektsteuerer
Kondius,PROPN,Kondius
und,CCONJ,und
das,DET,der
Team,NOUN,Team
von,ADP,von
PMS-Pinardi-Architekten,PROPN,PMS-Pinardi-Architekten
.,PUNCT,--
Der,DET,der
nächste,ADJ,nächster
Schritt,NOUN,Schritt
ist,AUX,sein
die,DET,der
Erstellung,NOUN,Erstellung
der,DET,der
Bauplanungsunterlagen,NOUN,Bauplanungsunterlage
.,PUNCT,--
Ziel,NOUN,Ziel
ist,AUX,sein
der,DET,der
Start,NOUN,Start
der,DET,der
Bautätigkeit,NOUN,Bautätigkeit
zum,ADP,zu
September,NOUN,September
2013.,PUNCT,2013.
“,PUNCT,--
Besonderer,ADJ,Besonderer
Dank,NOUN,Dank
geht,VERB,gehen
auch,ADV,auch
an,ADP,an
den,DET,der
Verein,NOUN,Verein
Ball,NOUN,Ball
e.V.,NOUN,e.V.
",",PUNCT,--
der,PRON,der
sein,DET,sein
Stadtteilzentrum,NOUN,Stadtteilzentrum
bereits,ADV,bereits
verlagert,VERB,verlagern
hat,AUX,haben
in,ADP,in
den,DET,der
neuen,ADJ,neu
Standort,NOUN,Standort
Alt-Biesdorf,PROPN,Alt-Biesdorf
an,ADP,an
der,DET,der
B,NOUN,B
1,NUM,1
–,PUNCT,--
der,PRON,der
aber,ADV,aber
mit,ADP,mit
seinem,DET,sein
Team,NOUN,Team
bis,ADP,bis
zum,ADP,zu
August,NOUN,August
weiterhin,ADV,weiterhin
regelmäßig,ADV,regelmäßig
Veranstaltungen,NOUN,Veranstaltung
im,ADP,in
Schloss,NOUN,Schloss
durchführt,VERB,durchführen
.,PUNCT,--
Ensemble,NOUN,Ensemble
Schloss,PROPN,Schloss
Biesdorf,PROPN,Biesdorf
www.ensembleschlossbiesdorf.wordpress.com,X,www.ensembleschlossbiesdorf.wordpress.com
Stiftung,NOUN,Stiftung
OST-WEST-BEGEGNUNGSSTÄTTE,ADJ,OST-WEST-BEGEGNUNGSSTÄTTE
Schloss,PROPN,Schloss
Biesdorf,PROPN,Biesdorf
e.V.,X,e.V.
http://www.stiftung-schloss-biesdorf.de,PROPN,http://www.stiftung-schloss-biesdorf.de
/,PUNCT,--
Architekturbüro,NOUN,Architekturbüro
Pinardi,PROPN,Pinardi
http://www.pinardi-architekten.de,NUM,http://www.pinardi-architekten.de
in,ADP,in
Bietergemeinschaft,NOUN,Bietergemeinschaft
mit,ADP,mit
der,DET,der
PMS,PROPN,PMS
Project,PROPN,Project
Consult,PROPN,Consult
Engineering,PROPN,Engineering
GmbH,NOUN,GmbH
http://pms-consult.de,X,http://pms-consult.de
Juliane,PROPN,Juliane
Witt,NOUN,Witt
Bezirksstadträtin,NOUN,Bezirksstadträtin
für,ADP,für
Jugend,NOUN,Jugend
",",PUNCT,--
Familie,NOUN,Familie
",",PUNCT,--
Weiterbildung,NOUN,Weiterbildung
und,CCONJ,und
Kultur,NOUN,Kultur
